order_id,restaurant_id,delivery_person_id,distance_km,order_time,delivery_time,traffic_level,weather,vehicle_type,city
1489,185,207,5.58,2024-01-18 20:28:00,2024-01-18 21:23:56,Medium,Stormy,Car,Chennai
1490,132,280,4.72,2024-01-25 14:18:00,2024-01-25 14:43:42,Low,Clear,Car,Bangalore
1491,122,263,9.92,2024-01-20 08:45:00,2024-01-20 10:07:28,Medium,Stormy,Scooter,Hyderabad
1492,119,215,8.94,2024-01-14 20:12:00,2024-01-14 21:25:54,Medium,Rainy,Scooter,Delhi
1493,137,252,1.54,2024-01-12 00:50:00,2024-01-12 01:02:14,Medium,Stormy,Scooter,Mumbai
1494,130,243,3.69,2024-01-19 04:41:00,2024-01-19 05:09:53,Low,Stormy,Bike,Delhi
1495,141,247,2.85,2024-01-15 13:42:00,2024-01-15 13:59:14,Medium,Rainy,Scooter,Mumbai
1496,117,278,4.47,2024-01-20 06:30:00,2024-01-20 06:58:38,Low,Rainy,Bike,Mumbai
1497,153,261,5.55,2024-01-18 05:31:00,2024-01-18 06:21:08,High,Rainy,Bike,Hyderabad
1498,107,288,7.57,2024-01-26 08:15:00,2024-01-26 09:00:08,Low,Clear,Car,Delhi
1499,119,204,3.41,2024-01-16 22:22:00,2024-01-16 22:50:10,Low,Clear,Car,Hyderabad
1500,158,292,4.41,2024-01-03 08:25:00,2024-01-03 08:59:49,Low,Stormy,Scooter,Delhi
1501,119,250,5.77,2024-01-06 00:13:00,2024-01-06 00:47:52,Low,Rainy,Scooter,Delhi
1502,149,233,2.78,2024-01-18 23:32:00,2024-01-18 23:59:36,High,Clear,Car,Mumbai
1503,143,233,9.72,2024-01-18 20:23:00,2024-01-18 21:48:20,High,Rainy,Car,Hyderabad
1504,161,222,1.45,2024-01-01 14:49:00,2024-01-01 14:59:00,High,Clear,Car,Hyderabad
1505,137,283,9.16,2024-01-12 02:46:00,2024-01-12 03:58:04,Low,Stormy,Bike,Hyderabad
1506,129,216,4.13,2024-01-01 17:47:00,2024-01-01 18:19:56,Medium,Rainy,Scooter,Delhi
1507,190,258,9.53,2024-01-11 13:07:00,2024-01-11 14:29:51,Medium,Rainy,Car,Bangalore
1508,199,262,3.35,2024-01-13 22:08:00,2024-01-13 22:36:24,Low,Stormy,Scooter,Hyderabad
1509,161,246,6.92,2024-01-06 20:58:00,2024-01-06 22:06:05,High,Rainy,Car,Delhi
1510,153,275,9.32,2024-01-30 01:11:00,2024-01-30 02:28:33,Medium,Rainy,Scooter,Bangalore
1511,163,282,2.14,2024-01-30 16:50:00,2024-01-30 17:00:00,Low,Stormy,Scooter,Mumbai
1512,171,217,9.73,2024-01-15 18:23:00,2024-01-15 19:39:43,Medium,Clear,Bike,Delhi
1513,109,270,5.43,2024-01-30 08:38:00,2024-01-30 09:14:32,Medium,Clear,Car,Mumbai
1514,148,235,4.7,2024-01-08 21:52:00,2024-01-08 22:21:58,Medium,Clear,Bike,Bangalore
1515,180,292,4.99,2024-01-07 20:03:00,2024-01-07 20:48:25,Medium,Stormy,Bike,Chennai
1516,170,223,2.81,2024-01-02 13:52:00,2024-01-02 14:22:20,High,Stormy,Car,Delhi
1517,191,256,1.09,2024-01-11 16:11:00,2024-01-11 16:21:00,Low,Stormy,Bike,Delhi
1518,138,287,3.51,2024-01-27 00:18:00,2024-01-27 00:51:48,Medium,Rainy,Scooter,Chennai
1519,130,201,8.05,2024-01-19 01:15:00,2024-01-19 02:23:28,Medium,Rainy,Car,Bangalore
1520,174,233,2.88,2024-01-14 17:28:00,2024-01-14 17:55:25,Low,Stormy,Scooter,Mumbai
1521,138,276,3.03,2024-01-19 08:42:00,2024-01-19 09:06:40,Medium,Clear,Car,Hyderabad
1522,143,218,9.17,2024-01-11 22:44:00,2024-01-11 23:38:50,Low,Clear,Bike,Hyderabad
1523,174,287,1.72,2024-01-06 00:44:00,2024-01-06 00:55:25,Low,Stormy,Bike,Bangalore
1524,170,282,3.93,2024-01-29 02:33:00,2024-01-29 03:13:38,High,Rainy,Scooter,Chennai
1525,157,269,7.02,2024-01-11 13:30:00,2024-01-11 14:23:29,Low,Clear,Bike,Delhi
1526,170,272,8.24,2024-01-28 13:49:00,2024-01-28 15:04:20,High,Rainy,Car,Mumbai
1527,109,291,1.78,2024-01-27 09:34:00,2024-01-27 09:47:41,High,Stormy,Scooter,Bangalore
1528,164,251,7.75,2024-01-21 03:31:00,2024-01-21 04:39:54,High,Clear,Bike,Bangalore
1529,154,292,3.33,2024-01-06 16:08:00,2024-01-06 16:39:57,High,Stormy,Bike,Delhi
1530,152,216,3.55,2024-01-05 21:45:00,2024-01-05 22:17:34,Medium,Clear,Scooter,Mumbai
1531,103,235,3.91,2024-01-17 11:04:00,2024-01-17 11:50:08,High,Rainy,Bike,Bangalore
1532,176,288,8.37,2024-01-16 09:24:00,2024-01-16 10:50:49,High,Stormy,Scooter,Chennai
1533,183,228,7.73,2024-01-17 19:50:00,2024-01-17 20:52:35,Low,Stormy,Car,Hyderabad
1534,188,218,4.33,2024-01-22 14:26:00,2024-01-22 15:07:39,Medium,Stormy,Bike,Chennai
1535,121,245,9.48,2024-01-01 18:22:00,2024-01-01 19:50:45,Medium,Stormy,Car,Delhi
1536,132,204,4.06,2024-01-30 23:08:00,2024-01-30 23:42:37,Medium,Clear,Scooter,Chennai
1537,166,262,2.72,2024-01-05 13:14:00,2024-01-05 13:34:53,High,Rainy,Bike,Mumbai
1538,147,262,5.35,2024-01-18 18:10:00,2024-01-18 18:59:17,High,Rainy,Car,Hyderabad
1539,148,284,2.06,2024-01-12 03:23:00,2024-01-12 03:43:38,High,Rainy,Car,Chennai
1540,163,274,6.37,2024-01-02 07:15:00,2024-01-02 08:04:43,Medium,Clear,Car,Hyderabad
1541,142,222,5.68,2024-01-15 17:37:00,2024-01-15 18:42:38,High,Stormy,Car,Delhi
1542,136,205,1.78,2024-01-19 15:52:00,2024-01-19 16:06:11,Low,Stormy,Scooter,Mumbai
1543,178,289,7.06,2024-01-27 07:49:00,2024-01-27 08:59:53,Medium,Stormy,Bike,Mumbai
1544,147,269,2.81,2024-01-23 13:11:00,2024-01-23 13:41:36,Low,Stormy,Bike,Bangalore
1545,111,241,5.37,2024-01-30 05:29:00,2024-01-30 06:19:02,High,Rainy,Bike,Delhi
1546,110,235,7.69,2024-01-04 20:54:00,2024-01-04 22:05:03,Medium,Stormy,Bike,Delhi
1547,130,254,2.25,2024-01-27 20:48:00,2024-01-27 21:06:31,High,Clear,Scooter,Chennai
1548,159,201,3.3,2024-01-09 08:41:00,2024-01-09 09:08:06,Medium,Stormy,Bike,Chennai
1549,155,262,7.81,2024-01-19 07:30:00,2024-01-19 08:53:26,High,Rainy,Bike,Hyderabad
1550,191,209,5.48,2024-01-10 16:12:00,2024-01-10 17:07:25,Medium,Stormy,Car,Delhi
1551,181,287,2.71,2024-01-07 18:57:00,2024-01-07 19:12:41,Medium,Rainy,Bike,Hyderabad
1552,197,242,4.86,2024-01-16 16:51:00,2024-01-16 17:27:21,Low,Stormy,Scooter,Delhi
1553,182,201,3.26,2024-01-11 22:34:00,2024-01-11 22:59:34,High,Stormy,Bike,Bangalore
1554,186,220,4.49,2024-01-17 18:04:00,2024-01-17 18:35:10,Low,Clear,Bike,Hyderabad
1555,129,296,7.81,2024-01-22 14:35:00,2024-01-22 15:44:48,Medium,Stormy,Scooter,Bangalore
1556,168,274,6.82,2024-01-14 17:07:00,2024-01-14 17:56:22,Low,Rainy,Bike,Chennai
1557,125,265,1.57,2024-01-13 05:35:00,2024-01-13 05:45:00,Medium,Clear,Scooter,Bangalore
1558,164,274,5.75,2024-01-30 16:13:00,2024-01-30 16:58:01,Medium,Clear,Scooter,Bangalore
1559,142,202,8.78,2024-01-24 20:12:00,2024-01-24 21:18:23,High,Clear,Car,Chennai
1560,113,275,1.65,2024-01-03 06:18:00,2024-01-03 06:28:00,Medium,Clear,Car,Bangalore
1561,125,200,7.09,2024-01-15 02:37:00,2024-01-15 03:18:47,Low,Clear,Car,Bangalore
1562,101,280,4.2,2024-01-17 02:01:00,2024-01-17 02:27:10,High,Clear,Scooter,Bangalore
1563,100,272,6.14,2024-01-18 13:58:00,2024-01-18 14:51:20,Low,Stormy,Bike,Chennai
1564,199,239,3.4,2024-01-10 05:06:00,2024-01-10 05:29:01,Medium,Clear,Scooter,Mumbai
1565,142,238,4.05,2024-01-23 19:52:00,2024-01-23 20:12:41,Low,Rainy,Car,Delhi
1566,106,279,4.74,2024-01-11 16:47:00,2024-01-11 17:18:07,Low,Rainy,Scooter,Chennai
1567,171,260,3.62,2024-01-15 20:16:00,2024-01-15 21:02:31,High,Stormy,Bike,Hyderabad
1568,129,219,5.95,2024-01-20 14:25:00,2024-01-20 15:22:31,Medium,Stormy,Car,Mumbai
1569,176,288,1.04,2024-01-22 23:19:00,2024-01-22 23:29:20,Low,Stormy,Bike,Hyderabad
1570,147,232,2.6,2024-01-05 18:09:00,2024-01-05 18:23:02,Medium,Clear,Bike,Mumbai
1571,121,263,7.88,2024-01-22 14:33:00,2024-01-22 15:21:41,Medium,Clear,Bike,Hyderabad
1572,155,222,3.74,2024-01-04 14:30:00,2024-01-04 15:07:21,High,Stormy,Car,Chennai
1573,150,259,9.67,2024-01-20 19:49:00,2024-01-20 20:41:59,Low,Clear,Car,Delhi
1574,140,261,2.48,2024-01-11 15:29:00,2024-01-11 15:44:57,High,Clear,Scooter,Delhi
1575,107,225,9.15,2024-01-15 05:33:00,2024-01-15 07:00:46,Medium,Rainy,Scooter,Hyderabad
1576,127,267,3.59,2024-01-06 09:24:00,2024-01-06 09:50:57,Low,Rainy,Car,Hyderabad
1577,128,281,6.72,2024-01-20 03:59:00,2024-01-20 04:52:29,Medium,Rainy,Bike,Delhi
1578,181,200,6.29,2024-01-24 22:30:00,2024-01-24 23:30:47,Medium,Stormy,Bike,Hyderabad
1579,119,209,5.34,2024-01-17 09:36:00,2024-01-17 10:06:44,Medium,Clear,Car,Chennai
1580,147,232,8.01,2024-01-21 06:57:00,2024-01-21 07:58:03,Medium,Clear,Car,Delhi
1581,176,200,5.95,2024-01-19 17:00:00,2024-01-19 18:00:55,High,Stormy,Bike,Delhi
1582,194,222,7.2,2024-01-24 03:07:00,2024-01-24 04:12:35,Medium,Stormy,Bike,Bangalore
1583,195,298,3.82,2024-01-21 08:10:00,2024-01-21 08:42:12,Low,Clear,Scooter,Hyderabad
1584,130,280,5.82,2024-01-26 02:39:00,2024-01-26 03:30:11,Low,Stormy,Car,Chennai
1585,149,268,7.66,2024-01-09 21:29:00,2024-01-09 22:33:41,Medium,Rainy,Scooter,Delhi
1586,116,274,1.9,2024-01-23 09:02:00,2024-01-23 09:26:39,High,Rainy,Car,Delhi
1587,199,253,8.16,2024-01-13 01:12:00,2024-01-13 01:57:33,Low,Clear,Scooter,Hyderabad
1588,108,285,9.42,2024-01-09 02:10:00,2024-01-09 03:17:53,Medium,Clear,Scooter,Bangalore
1589,165,231,5.34,2024-01-01 13:21:00,2024-01-01 14:08:15,Medium,Rainy,Car,Chennai
1590,100,271,2.92,2024-01-20 16:43:00,2024-01-20 17:04:23,Medium,Rainy,Bike,Mumbai
1591,173,245,9.38,2024-01-16 13:32:00,2024-01-16 14:28:51,Low,Rainy,Car,Bangalore
1592,142,219,4.27,2024-01-18 20:58:00,2024-01-18 21:18:37,Low,Clear,Bike,Mumbai
1593,129,272,6.27,2024-01-12 05:44:00,2024-01-12 06:49:23,High,Rainy,Scooter,Chennai
1594,141,267,3.98,2024-01-09 06:54:00,2024-01-09 07:35:33,Medium,Stormy,Scooter,Hyderabad
1595,129,224,5.57,2024-01-23 06:29:00,2024-01-23 07:28:16,High,Rainy,Scooter,Delhi
1596,170,225,9.19,2024-01-27 09:35:00,2024-01-27 10:53:38,Medium,Stormy,Bike,Mumbai
1597,199,222,3.04,2024-01-09 21:38:00,2024-01-09 21:58:52,Low,Stormy,Scooter,Bangalore
1598,165,215,7.44,2024-01-29 07:29:00,2024-01-29 08:53:36,High,Stormy,Car,Mumbai
1599,131,253,2.37,2024-01-17 15:30:00,2024-01-17 16:00:16,Medium,Stormy,Car,Mumbai
1600,140,265,3.96,2024-01-04 10:02:00,2024-01-04 10:27:59,Medium,Clear,Scooter,Chennai
1601,164,273,2.63,2024-01-14 11:01:00,2024-01-14 11:12:57,Low,Clear,Car,Mumbai
1602,109,246,3.9,2024-01-08 00:02:00,2024-01-08 00:38:40,Medium,Rainy,Car,Delhi
1603,140,266,9.39,2024-01-26 06:29:00,2024-01-26 07:35:56,Low,Clear,Scooter,Bangalore
1604,113,233,5.29,2024-01-22 11:58:00,2024-01-22 12:34:56,Medium,Clear,Scooter,Delhi
1605,162,218,5.35,2024-01-08 20:14:00,2024-01-08 20:54:26,Medium,Rainy,Car,Hyderabad
1606,166,285,8.73,2024-01-01 00:02:00,2024-01-01 00:45:30,Low,Clear,Bike,Chennai
1607,193,220,3.08,2024-01-11 14:08:00,2024-01-11 14:27:41,Medium,Clear,Car,Hyderabad
1608,110,219,1.63,2024-01-16 14:55:00,2024-01-16 15:16:19,Medium,Stormy,Scooter,Bangalore
1609,126,243,2.94,2024-01-20 06:37:00,2024-01-20 06:56:05,Medium,Clear,Bike,Delhi
1610,193,243,6.54,2024-01-15 23:10:00,2024-01-15 23:51:27,Medium,Clear,Bike,Mumbai
1611,167,210,8.79,2024-01-12 06:18:00,2024-01-12 07:44:30,High,Rainy,Car,Hyderabad
1612,103,275,1.36,2024-01-25 22:32:00,2024-01-25 22:42:00,Low,Rainy,Car,Hyderabad
1613,138,291,3.54,2024-01-07 05:19:00,2024-01-07 05:50:39,High,Clear,Scooter,Mumbai
1614,182,276,2.43,2024-01-22 09:27:00,2024-01-22 09:54:15,Medium,Stormy,Scooter,Bangalore
1615,176,257,1.44,2024-01-23 22:12:00,2024-01-23 22:32:46,High,Rainy,Scooter,Mumbai
1616,183,214,6.34,2024-01-29 13:01:00,2024-01-29 13:59:06,High,Rainy,Bike,Delhi
1617,142,207,6.1,2024-01-14 10:24:00,2024-01-14 11:19:35,High,Rainy,Car,Chennai
1618,111,283,1.84,2024-01-07 20:12:00,2024-01-07 20:33:32,High,Rainy,Car,Chennai
1619,161,248,4.24,2024-01-29 01:19:00,2024-01-29 01:57:02,High,Stormy,Scooter,Hyderabad
1620,129,258,5.78,2024-01-01 21:52:00,2024-01-01 22:51:40,High,Stormy,Scooter,Bangalore
1621,177,293,9.4,2024-01-15 19:29:00,2024-01-15 20:53:25,Medium,Stormy,Bike,Delhi
1622,178,270,4.26,2024-01-25 18:05:00,2024-01-25 18:28:38,Low,Clear,Bike,Hyderabad
1623,155,243,2.01,2024-01-24 06:33:00,2024-01-24 06:49:17,High,Rainy,Scooter,Delhi
1624,188,251,4.92,2024-01-24 22:53:00,2024-01-24 23:23:14,Low,Clear,Scooter,Delhi
1625,132,271,7.94,2024-01-30 08:56:00,2024-01-30 09:51:18,Low,Rainy,Bike,Mumbai
1626,197,256,4.17,2024-01-11 00:08:00,2024-01-11 00:47:04,Low,Rainy,Bike,Bangalore
1627,160,214,3.73,2024-01-14 13:10:00,2024-01-14 13:46:17,High,Clear,Bike,Bangalore
1628,153,213,4.14,2024-01-16 00:05:00,2024-01-16 00:35:27,Low,Stormy,Bike,Mumbai
1629,164,290,9.07,2024-01-05 16:02:00,2024-01-05 17:21:29,Medium,Rainy,Car,Chennai
1630,104,270,6.95,2024-01-24 21:36:00,2024-01-24 22:26:46,Low,Rainy,Bike,Hyderabad
1631,175,229,7.21,2024-01-21 04:07:00,2024-01-21 05:28:48,High,Stormy,Bike,Bangalore
1632,172,240,2.87,2024-01-30 14:26:00,2024-01-30 14:38:29,Medium,Rainy,Bike,Bangalore
1633,117,262,3.52,2024-01-25 14:57:00,2024-01-25 15:28:12,Low,Stormy,Car,Bangalore
1634,139,254,8.73,2024-01-01 10:52:00,2024-01-01 11:50:36,Medium,Clear,Car,Hyderabad
1635,135,209,5.44,2024-01-11 20:59:00,2024-01-11 21:41:17,Low,Stormy,Car,Bangalore
1636,174,211,3.33,2024-01-30 20:45:00,2024-01-30 21:13:09,Medium,Rainy,Car,Hyderabad
1637,110,263,9.25,2024-01-27 15:39:00,2024-01-27 16:58:35,Medium,Rainy,Car,Hyderabad
1638,161,288,1.16,2024-01-05 11:29:00,2024-01-05 11:39:00,High,Rainy,Scooter,Mumbai
1639,104,298,7.19,2024-01-10 11:43:00,2024-01-10 12:55:34,Medium,Stormy,Scooter,Hyderabad
1640,193,249,5.21,2024-01-04 06:45:00,2024-01-04 07:25:27,Low,Stormy,Bike,Mumbai
1641,157,288,8.99,2024-01-01 23:29:00,2024-01-02 00:55:08,Medium,Stormy,Car,Mumbai
1642,143,279,9.49,2024-01-25 19:58:00,2024-01-25 21:05:04,Medium,Clear,Car,Mumbai
1643,171,233,8.01,2024-01-08 22:15:00,2024-01-08 23:20:02,Medium,Stormy,Scooter,Hyderabad
1644,198,286,3.18,2024-01-30 22:01:00,2024-01-30 22:24:16,Medium,Rainy,Scooter,Hyderabad
1645,167,262,4.29,2024-01-10 05:15:00,2024-01-10 05:49:06,Medium,Clear,Bike,Delhi
1646,189,280,6.74,2024-01-23 15:44:00,2024-01-23 16:21:30,Low,Clear,Car,Hyderabad
1647,165,218,1.08,2024-01-02 04:15:00,2024-01-02 04:25:00,Medium,Stormy,Car,Hyderabad
1648,110,258,1.17,2024-01-08 12:39:00,2024-01-08 12:49:00,High,Rainy,Scooter,Chennai
1649,127,264,3.55,2024-01-28 22:32:00,2024-01-28 22:53:15,Low,Clear,Bike,Chennai
1650,109,262,2.14,2024-01-10 12:59:00,2024-01-10 13:20:40,High,Rainy,Scooter,Bangalore
1651,130,206,3.88,2024-01-14 11:40:00,2024-01-14 11:59:33,Low,Rainy,Bike,Bangalore
1652,109,238,1.25,2024-01-28 22:01:00,2024-01-28 22:14:11,Low,Stormy,Car,Chennai
1653,178,284,7.52,2024-01-26 23:32:00,2024-01-27 00:16:16,Low,Clear,Bike,Mumbai
1654,175,267,5.65,2024-01-08 20:39:00,2024-01-08 21:37:25,High,Rainy,Scooter,Delhi
1655,160,239,3.94,2024-01-21 12:25:00,2024-01-21 12:54:20,Medium,Rainy,Car,Hyderabad
1656,150,257,5.81,2024-01-22 06:15:00,2024-01-22 07:12:50,High,Rainy,Car,Mumbai
1657,181,270,1.74,2024-01-18 06:13:00,2024-01-18 06:23:00,Low,Rainy,Scooter,Mumbai
1658,169,229,9.2,2024-01-10 15:35:00,2024-01-10 16:55:11,Medium,Stormy,Bike,Hyderabad
1659,134,296,2.46,2024-01-23 05:51:00,2024-01-23 06:10:03,Low,Clear,Scooter,Chennai
1660,151,233,5.24,2024-01-09 18:38:00,2024-01-09 19:30:45,Medium,Stormy,Bike,Bangalore
1661,184,296,9.4,2024-01-13 04:50:00,2024-01-13 06:22:11,Medium,Stormy,Scooter,Bangalore
1662,196,227,3.76,2024-01-15 23:46:00,2024-01-16 00:16:41,Low,Stormy,Car,Chennai
1663,118,214,9.66,2024-01-23 20:05:00,2024-01-23 21:16:11,Medium,Clear,Scooter,Delhi
1664,183,297,7.58,2024-01-17 05:56:00,2024-01-17 07:05:52,High,Clear,Bike,Bangalore
1665,172,295,1.63,2024-01-27 10:57:00,2024-01-27 11:19:59,High,Rainy,Scooter,Delhi
1666,158,269,1.47,2024-01-20 16:23:00,2024-01-20 16:41:27,Medium,Stormy,Scooter,Delhi
1667,175,250,7.81,2024-01-11 19:05:00,2024-01-11 19:58:21,Low,Rainy,Car,Chennai
1668,182,223,4.41,2024-01-02 05:14:00,2024-01-02 05:42:25,Medium,Rainy,Scooter,Delhi
1669,199,228,5.28,2024-01-07 12:11:00,2024-01-07 12:46:03,Medium,Clear,Bike,Mumbai
1670,192,267,3.1,2024-01-27 17:00:00,2024-01-27 17:36:19,High,Clear,Bike,Delhi
1671,148,269,3.05,2024-01-22 13:22:00,2024-01-22 13:34:23,Low,Rainy,Car,Mumbai
1672,188,217,6.45,2024-01-02 19:06:00,2024-01-02 19:51:22,Low,Clear,Scooter,Hyderabad
1673,167,240,5.54,2024-01-16 01:32:00,2024-01-16 02:10:58,Low,Rainy,Scooter,Bangalore
1674,107,237,3.02,2024-01-18 06:06:00,2024-01-18 06:24:43,Low,Clear,Scooter,Delhi
1675,104,294,9.53,2024-01-11 15:21:00,2024-01-11 16:38:41,Medium,Rainy,Bike,Mumbai
1676,151,287,4.66,2024-01-04 01:02:00,2024-01-04 01:48:04,Medium,Stormy,Car,Mumbai
1677,126,274,9.12,2024-01-12 13:59:00,2024-01-12 15:26:19,Medium,Stormy,Scooter,Hyderabad
1678,170,290,1.97,2024-01-19 15:47:00,2024-01-19 16:03:39,Medium,Clear,Scooter,Bangalore
1679,189,285,5.94,2024-01-17 18:22:00,2024-01-17 19:08:27,Medium,Rainy,Car,Delhi
1680,103,245,3.3,2024-01-12 04:25:00,2024-01-12 04:54:00,Medium,Stormy,Car,Bangalore
1681,127,259,4.09,2024-01-08 06:07:00,2024-01-08 06:39:28,Medium,Clear,Scooter,Bangalore
1682,154,213,2.29,2024-01-14 09:57:00,2024-01-14 10:11:48,Medium,Clear,Scooter,Bangalore
1683,126,236,6.96,2024-01-10 05:53:00,2024-01-10 06:43:32,Medium,Clear,Scooter,Chennai
1684,162,278,1.42,2024-01-16 18:14:00,2024-01-16 18:24:00,High,Rainy,Car,Bangalore
1685,149,285,2.47,2024-01-16 13:11:00,2024-01-16 13:24:52,Low,Rainy,Car,Bangalore
1686,161,280,6.66,2024-01-06 19:38:00,2024-01-06 20:20:33,Low,Stormy,Bike,Hyderabad
1687,110,274,1.45,2024-01-10 00:57:00,2024-01-10 01:07:00,Low,Stormy,Scooter,Mumbai
1688,169,276,2.71,2024-01-04 06:45:00,2024-01-04 07:23:12,High,Stormy,Bike,Hyderabad
1689,146,268,3.94,2024-01-23 14:22:00,2024-01-23 14:48:46,Medium,Clear,Bike,Hyderabad
1690,197,263,2.14,2024-01-25 09:03:00,2024-01-25 09:13:00,High,Clear,Car,Chennai
1691,120,259,1.21,2024-01-01 09:19:00,2024-01-01 09:29:00,Low,Clear,Scooter,Mumbai
1692,137,224,7.87,2024-01-23 14:24:00,2024-01-23 15:26:21,Medium,Rainy,Car,Bangalore
1693,129,256,1.48,2024-01-23 00:27:00,2024-01-23 00:37:00,High,Stormy,Bike,Bangalore
1694,146,255,5.9,2024-01-01 07:12:00,2024-01-01 08:00:37,Low,Stormy,Car,Bangalore
1695,164,224,8.58,2024-01-22 09:08:00,2024-01-22 10:15:12,Low,Stormy,Scooter,Hyderabad
1696,102,248,6.78,2024-01-24 02:17:00,2024-01-24 03:06:29,Low,Rainy,Bike,Mumbai
1697,155,216,6.88,2024-01-23 17:46:00,2024-01-23 19:08:05,High,Stormy,Car,Chennai
1698,160,216,4.87,2024-01-04 03:15:00,2024-01-04 03:55:15,High,Rainy,Car,Delhi
1699,149,236,7.03,2024-01-16 05:47:00,2024-01-16 07:08:36,High,Stormy,Bike,Bangalore
1700,179,210,9.7,2024-01-04 03:12:00,2024-01-04 04:15:32,Low,Rainy,Bike,Mumbai
1701,187,272,4.26,2024-01-07 05:43:00,2024-01-07 06:08:44,Low,Rainy,Car,Chennai
1702,160,214,3.21,2024-01-21 22:51:00,2024-01-21 23:23:01,Low,Rainy,Scooter,Chennai
1703,130,290,1.61,2024-01-08 11:38:00,2024-01-08 11:59:38,High,Stormy,Bike,Bangalore
1704,131,231,1.88,2024-01-09 02:38:00,2024-01-09 03:01:42,Medium,Stormy,Car,Bangalore
1705,116,274,8.75,2024-01-04 00:12:00,2024-01-04 01:21:26,Medium,Clear,Bike,Mumbai
1706,121,242,3.41,2024-01-30 18:16:00,2024-01-30 18:44:24,Medium,Rainy,Scooter,Mumbai
1707,180,244,8.0,2024-01-19 03:48:00,2024-01-19 04:56:19,High,Clear,Scooter,Bangalore
1708,127,264,7.45,2024-01-22 09:02:00,2024-01-22 10:11:18,High,Rainy,Scooter,Delhi
1709,184,260,6.89,2024-01-19 01:40:00,2024-01-19 02:58:21,High,Stormy,Scooter,Chennai
1710,160,279,8.7,2024-01-18 09:14:00,2024-01-18 10:33:56,High,Rainy,Bike,Bangalore
1711,141,276,9.11,2024-01-24 11:13:00,2024-01-24 12:09:08,Medium,Clear,Bike,Delhi
1712,187,266,2.09,2024-01-25 03:50:00,2024-01-25 04:05:56,Medium,Clear,Car,Delhi
1713,153,285,4.26,2024-01-13 06:42:00,2024-01-13 07:28:52,High,Rainy,Car,Bangalore
1714,101,249,9.88,2024-01-25 14:14:00,2024-01-25 15:42:42,High,Clear,Bike,Mumbai
1715,130,247,6.57,2024-01-10 14:54:00,2024-01-10 15:46:12,High,Clear,Car,Mumbai
1716,177,291,8.29,2024-01-09 13:34:00,2024-01-09 14:22:49,Low,Rainy,Scooter,Hyderabad
1717,149,280,7.65,2024-01-18 09:19:00,2024-01-18 10:13:09,Low,Stormy,Scooter,Mumbai
1718,153,268,7.22,2024-01-15 05:42:00,2024-01-15 06:53:40,Medium,Stormy,Car,Bangalore
1719,189,267,6.27,2024-01-06 00:26:00,2024-01-06 01:05:24,Low,Clear,Scooter,Hyderabad
1720,120,282,5.02,2024-01-19 16:00:00,2024-01-19 16:36:11,High,Clear,Car,Delhi
1721,143,231,5.37,2024-01-30 09:21:00,2024-01-30 10:00:48,Low,Stormy,Car,Delhi
1722,178,268,7.43,2024-01-19 15:35:00,2024-01-19 16:50:31,High,Rainy,Bike,Hyderabad
1723,178,216,2.69,2024-01-10 21:40:00,2024-01-10 22:03:29,High,Clear,Bike,Mumbai
1724,155,222,7.61,2024-01-23 12:30:00,2024-01-23 13:16:44,Low,Rainy,Bike,Bangalore
1725,158,200,3.58,2024-01-14 00:02:00,2024-01-14 00:30:15,Medium,Rainy,Car,Mumbai
1726,128,288,9.07,2024-01-05 14:10:00,2024-01-05 15:06:08,Low,Rainy,Bike,Mumbai
1727,113,290,3.52,2024-01-07 09:00:00,2024-01-07 09:21:06,Low,Rainy,Car,Chennai
1728,102,286,9.6,2024-01-30 23:43:00,2024-01-31 01:16:46,High,Rainy,Scooter,Hyderabad
1729,194,284,6.02,2024-01-28 11:34:00,2024-01-28 12:17:17,Low,Rainy,Scooter,Bangalore
1730,198,237,9.03,2024-01-04 15:21:00,2024-01-04 16:35:06,High,Clear,Scooter,Mumbai
1731,145,248,6.44,2024-01-10 22:38:00,2024-01-10 23:22:03,Low,Rainy,Scooter,Mumbai
1732,113,243,8.61,2024-01-28 15:22:00,2024-01-28 16:34:16,Medium,Rainy,Bike,Bangalore
1733,150,238,4.36,2024-01-15 10:52:00,2024-01-15 11:29:05,High,Clear,Car,Chennai
1734,168,269,4.01,2024-01-08 15:56:00,2024-01-08 16:35:14,High,Rainy,Car,Bangalore
1735,151,209,3.78,2024-01-27 06:48:00,2024-01-27 07:31:51,Medium,Stormy,Bike,Hyderabad
1736,194,276,2.26,2024-01-27 16:40:00,2024-01-27 17:05:21,High,Rainy,Bike,Hyderabad
1737,182,286,5.02,2024-01-30 18:25:00,2024-01-30 18:59:46,Low,Rainy,Car,Mumbai
1738,196,297,7.45,2024-01-19 09:48:00,2024-01-19 10:50:19,High,Clear,Bike,Mumbai
1739,159,217,4.79,2024-01-22 00:36:00,2024-01-22 01:17:48,High,Rainy,Car,Bangalore
1740,106,296,2.91,2024-01-28 05:40:00,2024-01-28 06:14:23,High,Stormy,Bike,Chennai
1741,103,233,8.65,2024-01-16 14:51:00,2024-01-16 15:57:53,Low,Stormy,Car,Chennai
1742,168,237,9.74,2024-01-28 02:32:00,2024-01-28 03:56:32,High,Clear,Scooter,Bangalore
1743,189,232,6.01,2024-01-08 17:36:00,2024-01-08 18:03:17,Low,Clear,Car,Chennai
